id_modismo,modismo,significado,ejemplo,img_1,img_2,img_3,img_4
MULTI_GPT_1279,nochero,Mesa de noche.,"En el cuarto hay una cama semidoble, un reclinatorio, un sillón, una cómoda, un nochero, una vieja radiola y diversos objetos de vaquería en desuso.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/nochero/literal_nochero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/nochero/figurative_nochero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/piquete/literal_piquete.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/nochero/mixed_nochero.png
MULTI_GPT_1280,nota,Expresión usada para manifestar agrado o alegría por alguien o por algo.,Mira este nuevo modelo de bicicleta todoterreno ¡qué nota!,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/nota/literal_nota.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/nota/mixed_nota.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/patear_2/figurative_patear_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/nota/figurative_nota.png
MULTI_GPT_1281,novelear,Conversar contado chismes o fisgoneando.,Las vecinas del barrio fueron a la entrada del club a novelear el matrimonio de Susana. ¡Viejas chismosas!,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/novelear/figurative_novelear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/elevarse/figurative_elevarse.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/novelear/literal_novelear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/novelear/mixed_novelear.png
MULTI_GPT_1282,novelería,Deseo de estar enterado o de saber hacer algo.,Cuando anunciaron la apertura de ese supermercardo fue tal la novelería que tuvieron que cerrar las puertas del almacén durante varias horas.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/noveler%C3%ADa/figurative_noveler%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/noveler%C3%ADa/mixed_noveler%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/noveler%C3%ADa/literal_noveler%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/chasquear/figurative_chasquear.png
MULTI_GPT_1283,nube,"Referido a una persona, dejar de ser ilusa.","No puedes participar en esa maratón sin haber entrenado y pretender hacer una buena marca, bájate de esa nube.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/nube/figurative_nube.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/nube/literal_nube.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/descachar_1/mixed_descachar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/nube/mixed_nube.png
MULTI_GPT_1284,nuca,Vigilar muy de cerca a alguien.,Esto sienta un precedente para que quienes se sienten en total libertad para robar y corromper perciban que hay autoridades que les pueden respirar en la nuca.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/pan_2/mixed_pan_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/nuca/figurative_nuca.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/nuca/literal_nuca.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/nuca/mixed_nuca.png
MULTI_GPT_1285,numerito,Mujer que es amante de un hombre casado.,Tiene su numerito desde hace mucho tiempo y la esposa no sabe nada.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/numerito/figurative_numerito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/numerito/mixed_numerito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ensopado/mixed_ensopado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/numerito/literal_numerito.png
MULTI_GPT_1286,ocioso,"Referido a una persona, que daña o rompe las cosas sin tener una razón para hacerlo.",¿Por qué rayas las hojas de ese libro? no seas tan ocioso.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ocioso/mixed_ocioso.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ocioso/figurative_ocioso.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ocioso/literal_ocioso.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/grito/mixed_grito.png
MULTI_GPT_1287,ojo,Se usa para expresar confianza y seguridad total.,A ojo cerrado la escojo a ella para conformar el equipo de trabajo.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ojo/figurative_ojo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ojo/mixed_ojo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ojo/literal_ojo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cachucha/literal_cachucha.png
MULTI_GPT_1288,ojo,"Cerrar y abrir rápidamente uno de los dos ojos, con el fin de hacer una señal disimulada y pícara.","El gesto es algo hermoso: cuando usted le pica el ojo a alguien, está haciendo un gesto poético, y la poesía es un alimento para el espíritu.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ojo_1/figurative_ojo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/nochero/mixed_nochero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ojo_1/literal_ojo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ojo_1/mixed_ojo_1.png
MULTI_GPT_1289,ojos brotados,"dicho de los ojos, saltones",berreó él,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ojos_brotados/literal_ojos_brotados.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/biche_4/literal_biche_4.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ojos_brotados/figurative_ojos_brotados.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ojos_brotados/mixed_ojos_brotados.png
MULTI_GPT_1290,oler,"Sospechar algo oculto, que puede ser perjudicial.","Está genial la presentación, varias cosas ya me las olía pero no estaba al tanto de tantos detalles.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/oler/mixed_oler.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/caresanto/literal_caresanto.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/oler/literal_oler.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/oler/figurative_oler.png
MULTI_GPT_1291,olla,Sacar provecho de lo poco que queda de algo.,El nuevo ministro de Hacienda dijo que el nuevo Gobierno entrará a raspar la olla. La situación es difícil y por eso hay que actuar rápidamente.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cortado/figurative_cortado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/olla/figurative_olla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/olla/literal_olla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/olla/mixed_olla.png
MULTI_GPT_1292,olla,Dar a conocer un asunto ilegal o que no se conocía.,"Pero así como en la historia, un niño gritó “el emperador está desnudo” y dejó al descubierto el engaño; en el caso de Medellín, una grabación destapó la olla podrida.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/olla_1/figurative_olla_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/olla_1/literal_olla_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/olla_1/mixed_olla_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/volar/mixed_volar.png
MULTI_GPT_1293,olla,"Encontrarse en una mala situación, especialmente, económica.","El año pasado, la mayoría de los nuevos empresarios se motivó por la oportunidad del negocio y no por estar ‘en la olla’.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/olla_2/mixed_olla_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/vistas/literal_vistas.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/olla_2/figurative_olla_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/olla_2/literal_olla_2.png
MULTI_GPT_1294,onces,"Comida ligera que se toma en las horas de la tarde, entre el almuerzo y la comida.","“Las onces” no se comen, se toman y si es con un grupo de amigas en alguno de los salones de té del centro de Bogotá, fundados a mediados del siglo XIX, mejor que mejor.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/onces/literal_onces.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/onces/mixed_onces.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/onces/figurative_onces.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/le%C3%B1a_1/figurative_le%C3%B1a_1.png
MULTI_GPT_1295,opcionado,"Referido a un candidato o competidor, con muchas posibilidades de ganar.","Se hicieron alrededor de quince sesiones, con grupos de candidatos, y luego se pasaron a otras individuales, con los aspirantes más opcionados.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/opcionado/literal_opcionado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/opcionado/figurative_opcionado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/opcionado/mixed_opcionado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/pupila/mixed_pupila.png
MULTI_GPT_1296,oxigenar,"Cambiar el ánimo de una situación, agregando algo novedoso.","Acudí a los recuerdos parisienses y colombianos para oxigenar el texto, que es tan dramático y espeluznante.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/oxigenar/literal_oxigenar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/instalaci%C3%B3n_1/mixed_instalaci%C3%B3n_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/oxigenar/mixed_oxigenar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/oxigenar/figurative_oxigenar.png
MULTI_GPT_1297,oído,Engañar a alguien haciéndole falsas promesas de amor o de negocios.,Para endulzarle el oído a alguien por lo general digo cosas que vengan de mi corazón. A veces palabras dulces y a veces palabras sexys.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/o%C3%ADdo/figurative_o%C3%ADdo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/o%C3%ADdo/literal_o%C3%ADdo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/botar_1/literal_botar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/o%C3%ADdo/mixed_o%C3%ADdo.png
MULTI_GPT_1298,paja,"Fibra vegetal exraida de las hojas de la palma de iraca con la que se elaboran diferentes tipos de artesanía, especialmente sombreros.","En Sandoná, occidente de Nariño, la elaboración de los sombreros de paja toquilla o iraca se constituye en una tradición centenaria.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paja/figurative_paja.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paja/mixed_paja.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/levantar/literal_levantar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paja/literal_paja.png
MULTI_GPT_1299,paja,Conversar sobre asuntos intranscendentes por pasar el tiempo.,"Me encanta salir a beber con mis amigos y hablar paja, tú sabes, joder por ahí.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paja_1/literal_paja_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agon%C3%ADa/figurative_agon%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paja_1/figurative_paja_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paja_1/mixed_paja_1.png
MULTI_GPT_1300,paladear,Tratar con mimos y condescendencia a alguien.,"Yo defendía a las niñas aunque se portaran pésimo. Yo las paladeaba, las consentía, les hablaba con voz suavecita, como pidiéndoles perdón.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paladear/literal_paladear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paladear/figurative_paladear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paladear/mixed_paladear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/despelucar_1/figurative_despelucar_1.png
MULTI_GPT_1301,palanca,"Recomendación o influencia por la que se obtiene un beneficio, especialmente un empleo, sin que sea solo por mérito propio.","Esto es lo que pasa en este país, el que no tiene palanca difícilmente logra al menos una entrevista de trabajo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palanca/literal_palanca.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palanca/figurative_palanca.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palanca/mixed_palanca.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/plata/figurative_plata.png
MULTI_GPT_1302,palera,Serie de golpes dados a una persona o a un animal a modo de castigo.,"Se había robado dos ollas de aluminio, las mismas que dejó en el piso por la palera que le dieron.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palera/mixed_palera.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palera/literal_palera.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/calabazo_1/literal_calabazo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palera/figurative_palera.png
MULTI_GPT_1303,paleta,"Helado compacto en forma de pala, sostenido por un palito de madera o de plástico.","Repartía mercancía en triciclo. Vendía gaseosas, buñuelos, helados, paletas, cocadas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paleta/figurative_paleta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/motes/mixed_motes.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paleta/mixed_paleta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paleta/literal_paleta.png
MULTI_GPT_1304,palito,"Trago de licor, especialmente de ron.",Uno se echa un palito entonces como que se le calientan los pies a uno para bailar.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palito/figurative_palito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palito/literal_palito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palito/mixed_palito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/jalador/literal_jalador.png
MULTI_GPT_1305,palo,ganador inesperado,su elección fue considerada como un palo,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palo/figurative_palo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palo/mixed_palo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palo/literal_palo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/violento/figurative_violento.png
MULTI_GPT_1306,palo,Deuda.,Tengo un palo enorme en la tienda de la esquina y ni un peso para pagar.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/viga/mixed_viga.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palo_1/literal_palo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palo_1/figurative_palo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palo_1/mixed_palo_1.png
MULTI_GPT_1307,palo,"Árbol, arbusto.",¡No te subas a ese palo de guayaba que te caes!,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/desmonte_1/mixed_desmonte_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palo_2/figurative_palo_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palo_2/mixed_palo_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palo_2/literal_palo_2.png
MULTI_GPT_1308,palo,Cantidad de dinero equivalente a un millón de pesos.,Me había prestado un palo y luego dijo que le debía dos.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palo_3/figurative_palo_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/relajar/figurative_relajar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palo_3/literal_palo_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palo_3/mixed_palo_3.png
MULTI_GPT_1309,paloma,Actividad o trabajo transitorio como reemplazo de alguien que está en una posición superior.,"Él hizo moñona, se interesó en la idea y acordó con el titular del puesto que le diera la palomita para presentar su propuesta.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paloma/figurative_paloma.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/kil%C3%B3metro/literal_kil%C3%B3metro.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paloma/mixed_paloma.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paloma/literal_paloma.png
MULTI_GPT_1310,palomiar,"En la época de la Violencia colombiana, matar los pájaros o chulavitas a los liberales en una emboscada en el monte o en un sitio despoblado.",Del pueblo de Macaravita ahora hay mucho que contar los godos palomiean rojos y las casas a robar.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palomiar/mixed_palomiar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palomiar/figurative_palomiar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/tiempo_del_ruido/literal_tiempo_del_ruido.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palomiar/literal_palomiar.png
MULTI_GPT_1311,palomiar,Lavar alguna prenda de vestir que no requiere mucho esfuerzo y con prisa.,Voy al río a palomiar una ropita que tengo en casa.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palomiar_1/literal_palomiar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palomiar_1/mixed_palomiar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/jardinera/literal_jardinera.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palomiar_1/figurative_palomiar_1.png
MULTI_GPT_1312,palomita,"En el fútbol, toque al balón con la cabeza que realiza un jugador haciendo una estirada espectacular en el aire.","En una jugada sobre el minuto 10, Maturana se corre por la franja izquierda, se lanza en una espectacular palomita y empata el juego.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palomita/literal_palomita.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cabeza/mixed_cabeza.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palomita/figurative_palomita.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/palomita/mixed_palomita.png
MULTI_GPT_1313,paludo,"Referido a un fruto o un tubérculo, que es duro y poco jugoso.","El servicio es pésimo. La comida simplona, traen un mini plato con dos pedazos de carne una papa y una yuca paluda.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paludo/figurative_paludo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/vitrinear/mixed_vitrinear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paludo/literal_paludo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/paludo/mixed_paludo.png
