id_modismo,modismo,significado,ejemplo,img_1,img_2,img_3,img_4,
MULTI_GEMINI_1472,pintica,"En el Carnaval de Negros y Blancos, mancha de maquilllaje de color negro que se le hace a alguien en el rostro o en alguna parte del cuerpo descubierta.","El 5 de enero se juega a los negros con la ""pintica"" en el rostro de propios y extraños, recordando los tiempos de la esclavitud.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/barato_1/literal_barato_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pintica/literal_pintica.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pintica/figurative_pintica.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pintica/mixed_pintica.png,
MULTI_GEMINI_1473,pintorretear,Maquillar mal o exageradamente.,"Para mí el maquillaje es un arte, y es que no se trata de pintorretearse la cara con lo primero que se te atraviese.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pintorretear/figurative_pintorretear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pintorretear/literal_pintorretear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cajonero/literal_cajonero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pintorretear/mixed_pintorretear.png,
MULTI_GEMINI_1474,pipa,Dulce de caramelo aromatizado con esencias.,Aprenderemos a hacernos nuestra propia pipa de caramelos (masticables).,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pipa/mixed_pipa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pipa/literal_pipa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/dieta/mixed_dieta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pipa/figurative_pipa.png,
MULTI_GEMINI_1475,pipa,Recipiente metálico de forma cilíndrica en el que se almacena el gas.,Hay que mandar revisar esta pipa porque tiene una fuga.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pipa_1/literal_pipa_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/sardinel/mixed_sardinel.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pipa_1/mixed_pipa_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pipa_1/figurative_pipa_1.png,
MULTI_GEMINI_1476,pipa,Barriga abultada.,"Mi papá tiene pipa, qué barriga la de mi papá.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pipa_2/literal_pipa_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/sobrado_2/mixed_sobrado_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pipa_2/figurative_pipa_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pipa_2/mixed_pipa_2.png,
MULTI_GEMINI_1477,pipa,"barriga, vientre",me duele la pipa,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/rebalsarse/literal_rebalsarse.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pipa_3/literal_pipa_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pipa_3/figurative_pipa_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pipa_3/mixed_pipa_3.png,
MULTI_GEMINI_1478,pique,"Aderezo hecho a base de ají picante fermentado con cebolla, ajo y otros ingredientes.",El pique de suero es una receta típica de los pueblos ribereños a lo largo río Magdalena.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pique/literal_pique.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pique/mixed_pique.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pique/figurative_pique.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plato_1/literal_plato_1.png,
MULTI_GEMINI_1479,pique,Carrera corta y a gran velocidad entre vehículos.,Inmovilizan más de 130 carros por piques ilegales en Bogotá.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fregado_3/mixed_fregado_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pique_1/literal_pique_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pique_1/figurative_pique_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pique_1/mixed_pique_1.png,
MULTI_GEMINI_1480,piquete,"Plato que consta de carne, yuca y papa asadas y se acompaña con refajo.",Nada mejor que empezar el guayabo del año nuevo disfrutando de un delicioso 'piquete' en familia.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/piquete/figurative_piquete.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/jarabe/figurative_jarabe.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/piquete/mixed_piquete.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/piquete/literal_piquete.png,
MULTI_GEMINI_1481,pisar,"adelantar parte del precio de un negocio, con el fin de asegurarlo",te piso la compra del apartamento con un cheque,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/rematado/figurative_rematado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pisar/literal_pisar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pisar/figurative_pisar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pisar/mixed_pisar.png,
MULTI_GEMINI_1482,pisar,marcharse,con permiso yo me piso,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pesada/mixed_pesada.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pisar_1/literal_pisar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pisar_1/mixed_pisar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pisar_1/figurative_pisar_1.png,
MULTI_GEMINI_1483,pisar,Dar un porcentaje de dinero como garantía inicial de un negocio.,¿Con cuánto pisamos la venta?,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pisar_2/figurative_pisar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pisar_2/mixed_pisar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/encrespador/figurative_encrespador.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pisar_2/literal_pisar_2.png,
MULTI_GEMINI_1484,pisco,"Hombre, individuo.","- Ala -susurró-, es el colmo entregarle semejantes pollitas tan chirriadas a ese pisco, a ese mequetrefe lechuguino.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/migas/mixed_migas.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pisco/literal_pisco.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pisco/figurative_pisco.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pisco/mixed_pisco.png,
MULTI_GEMINI_1485,pistola,"Gesto en el que el dedo medio se extiende mientras los otros se recogen, usado con intención de burla u ofensa.","En un caso sin precedentes, un hombre fue detenido por ofender al presidente con gestos obscenos cuando hizo 'pistola' al paso de su caravana.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pistola/literal_pistola.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pasar_aceite/literal_pasar_aceite.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pistola/mixed_pistola.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pistola/figurative_pistola.png,
MULTI_GEMINI_1486,pita,Cuerda hecha de fibras extraídas de la hoja de fique.,Pásame una pita para elevar la cometa.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pita/mixed_pita.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/revolc%C3%B3n/figurative_revolc%C3%B3n.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pita/figurative_pita.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pita/literal_pita.png,
MULTI_GEMINI_1487,plaga,Persona que es muy traviesa y dañina.,Ahí viene el hijo de la vecina que es una plaga. Hay que estar detrás de él todo el tiempo para que no rompa nada.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/mandar_3/mixed_mandar_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plaga/figurative_plaga.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plaga/mixed_plaga.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plaga/literal_plaga.png,
MULTI_GEMINI_1488,plagiar,Secuestrar a alguien con el fin de pedir un rescate.,"El abogado plagiado el lunes pasado, sería una víctima más de la práctica del secuestro ‘exprés’.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plagiar/literal_plagiar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plagiar/figurative_plagiar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/broca/mixed_broca.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plagiar/mixed_plagiar.png,
MULTI_GEMINI_1489,plagiario,Persona que se dedica al secuestro.,Señaló que los plagiarios deben tener en cuenta lo que está pasándole a esa familia y les hizo un llamado para que le respeten la vida.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plagiario/figurative_plagiario.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plagiario/literal_plagiario.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cacha/literal_cacha.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plagiario/mixed_plagiario.png,
MULTI_GEMINI_1490,plagio,Secuestro.,El presidente había recibido una llamada en la que un amigo le informó del múltiple plagio.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plagio/figurative_plagio.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plagio/literal_plagio.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plagio/mixed_plagio.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/tocar/mixed_tocar.png,
MULTI_GEMINI_1491,plana,"Tarea escolar escrita en la que se repiten las mismas palabras, frases u oraciones en el cuaderno con los errores que se han cometido o para mejorar o practicar algún aspecto de la escritura.",Recuerdo que cuando éramos niños nos ponían muchas planas en el colegio.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plana/literal_plana.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plana/mixed_plana.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/tirado/literal_tirado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plana/figurative_plana.png,
MULTI_GEMINI_1492,plancha,Estructura del techo de una casa o de un edificio hecha con varillas de hierro y hormigón.,Una de esas manifestaciones de solidaridad se reflejaba vivamennte en la construcción de cada casa y sobre todo con la echada de la plancha.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poceta/literal_poceta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plancha/figurative_plancha.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plancha/literal_plancha.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plancha/mixed_plancha.png,
MULTI_GEMINI_1493,planchón,Embarcación en forma de plataforma que transporta personas y carga de un lado a otro de un canal de agua.,"Los planchones son el principal medio de transporte de carga y pasajeros de orilla a orilla del río Sinú, en Córdoba.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/planch%C3%B3n/mixed_planch%C3%B3n.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/planch%C3%B3n/literal_planch%C3%B3n.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/planch%C3%B3n/figurative_planch%C3%B3n.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/colorete/figurative_colorete.png,
MULTI_GEMINI_1494,planta,Palma de la mano.,Los niños de la escuela hacen bailar el trompo en la planta de la mano.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/planta/mixed_planta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/planta/figurative_planta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/mandar_3/literal_mandar_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/planta/literal_planta.png,
MULTI_GEMINI_1495,planta,Empleado que conforma el personal fijo de una empresa.,En este semestre habrá concurso para proveer cargos de planta en nuestra empresa.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/planta_1/figurative_planta_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/planta_1/mixed_planta_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/meter_los_dedos_en_la_boca/figurative_meter_los_dedos_en_la_boca.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/planta_1/literal_planta_1.png,
MULTI_GEMINI_1496,plata,"Referido a una persona, que tiene mucho dinero.",A los diecisiete años la eligieron [reina departamental] y a los diecinueve se casó con un costeño de Barranquilla picho en plata.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plata/mixed_plata.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plata/literal_plata.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/copito/mixed_copito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plata/figurative_plata.png,
MULTI_GEMINI_1497,plato,"El que es poco hondo, casi plano.",Le servían la sopa en el plato hondo y el seco en el plato pando y tenía que tomar la sopa con la cuchara grande y el resto del almuerzo con cuchillo y tenedor.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plato/mixed_plato.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/llanta/mixed_llanta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plato/literal_plato.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plato/figurative_plato.png,
MULTI_GEMINI_1498,plato,persona o asunto divertido o muy peculiar,qué plato de película,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plato_1/figurative_plato_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plato_1/literal_plato_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plato_1/mixed_plato_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/gatear/literal_gatear.png,
MULTI_GEMINI_1499,platudo,"rico, adinerado",él invita que está platudo,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/platudo/mixed_platudo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/migas/literal_migas.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/platudo/literal_platudo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/platudo/figurative_platudo.png,
MULTI_GEMINI_1500,plebe,"ordinario, soez",pedro es muy plebe,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plebe/mixed_plebe.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plebe/figurative_plebe.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/lavadero/mixed_lavadero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plebe/literal_plebe.png,
MULTI_GEMINI_1501,plebedad,"Comportamiento ordinario, grosero.","Tomen ejemplo de las emisoras serias de otras regiones. Para transmitir alegremente, no se necesita recurrir a la plebedad.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plebedad/literal_plebedad.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/lombriciento/mixed_lombriciento.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plebedad/mixed_plebedad.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plebedad/figurative_plebedad.png,
MULTI_GEMINI_1502,plomería,Oficio del plomero que se encarga de la instalación y reparación de las tuberías de una vivienda.,"En plomería, nuestra empresa puede solucionar los inconvenientes que se presenten en tuberías, cañerías, desagües, grifos, etc.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plomer%C3%ADa/figurative_plomer%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/bote/literal_bote.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plomer%C3%ADa/mixed_plomer%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plomer%C3%ADa/literal_plomer%C3%ADa.png,
MULTI_GEMINI_1503,plomo,Disparar repetidamente con un arma de fuego.,Se oía como ventiaban plomo tratando de defenderse de la banda de ladrones.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plomo/literal_plomo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plomo/figurative_plomo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plomo/mixed_plomo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/espalda/literal_espalda.png,
MULTI_GEMINI_1504,pluma,Llave que va al final de una tubería para regular el paso del líquido que circula por ella.,"Cuando lavo los platos lo hago en una taza y los enjuago en otra, no abro toda la pluma cuando los lavo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/mamar_gallo_1/literal_mamar_gallo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pluma/figurative_pluma.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pluma/literal_pluma.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pluma/mixed_pluma.png,
MULTI_GEMINI_1505,plumilla,Elemento de plástico con un borde siliconado que funciona como limpiaparabrisas en los vehículos.,"[Vendemos] plumilla de 61 cm de largo, de limpieza suave y eficaz. Retira el agua de manera precisa debido a su diseño, de fácil deslizamiento y resistencia incluso en trabajo continuo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plumilla/literal_plumilla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plumilla/mixed_plumilla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/espalda/literal_espalda.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plumilla/figurative_plumilla.png,
MULTI_GEMINI_1506,poceta,"Tanque pequeño de agua, contiguo al lavadero, en el que se suele lavar el trapero.","Cuando termines, puedes dejar el trapero en la poceta para que se despercuda.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poceta/mixed_poceta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poceta/literal_poceta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poceta/figurative_poceta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/tromp%C3%B3n/figurative_tromp%C3%B3n.png,
MULTI_GEMINI_1507,poco,Gran cantidad.,Tengo un poco de trabajo por hacer.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poco/literal_poco.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/c%C3%A1scara/figurative_c%C3%A1scara.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poco/mixed_poco.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/poco/figurative_poco.png,
MULTI_GEMINI_1508,policía,"Ligera elevación artificial ubicada de lado a lado de la vía, usada para obligar a disminuir la velocidad de los vehículos.",En Colombia los reductores físicos de velocidad son conocidos comúnmente como 'policías acostados'.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/iniciado/figurative_iniciado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polic%C3%ADa/mixed_polic%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polic%C3%ADa/literal_polic%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polic%C3%ADa/figurative_polic%C3%ADa.png,
MULTI_GEMINI_1509,polilla,Hombre homosexual.,"Otra muestra de ese rechazo, es que a los homosexuales ni siquiera se les llama como tal, sino que se les identifica con calificativos degradantes como maricón, vironcha o polilla.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polilla/literal_polilla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polilla/figurative_polilla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/casar/mixed_casar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polilla/mixed_polilla.png,
MULTI_GEMINI_1510,polla,Juego en el que un grupo de personas apuestan dinero a un resultado y el que gana se lo lleva todo.,Participa en la polla mundialista. ¡Podrás ganar hasta 5 millones de pesos!,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polla/literal_polla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polla/figurative_polla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polla/mixed_polla.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/voltaje/literal_voltaje.png,
